Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
RPS6KB2,0.999996,-0.214556535,0.999998,-0.301647477,0.087090942
FKBP1B,0.999996,-0.231092445,0.999998,-0.318182084,0.087089639
KRTAP9-7,0.999996,0.425363202,0.999998,0.338339611,0.087023591
MYOM2,0.999996,-0.477342183,0.999998,-0.564343198,0.087001015
KRTAP5-7,0.999996,0.259320358,0.453949,0.172342088,0.086978271
PLAC8L1,0.999996,0.429766072,0.999998,0.342832181,0.086933891
GSX2,0.999996,0.138172627,0.999998,0.051360562,0.086812065
FAM86B1,0.044157,-1.406040361,0.073164,-1.492845682,0.086805321
RAX2,0.999996,0.123842703,0.999998,0.037050917,0.086791786
SMPD4,0.999996,0.172249197,0.999998,0.085499619,0.086749578
C9orf3,0.999996,0.530788328,0.999998,0.444060975,0.086727353
CHCHD10,0.999996,0.012255918,0.999998,-0.07446314,0.086719058
NDST2,0.999996,-0.033305715,0.999998,-0.120003466,0.086697751
ZNF705A,0.999996,0.147813923,0.999998,0.061129461,0.086684462
PKD1L1,0.999996,0.195959109,0.999998,0.109292255,0.086666854
NTNG1,0.999996,0.222654557,0.999998,0.136069994,0.086584563
ALG14,0.999996,-1.595172935,0.277038,-1.68174161,0.086568675
MLN,0.999996,-0.260577086,0.999998,-0.347143849,0.086566762
DPM1,0.999996,0.127231059,0.999998,0.040680336,0.086550723
PTPLA,0.999996,0.148673081,0.999998,0.062152341,0.08652074
PTCD2,0.999996,-0.130997921,0.999998,-0.217441028,0.086443107
TCTEX1D2,0.999996,0.284869449,0.999998,0.198549913,0.086319537
GTF2H2,0.276837,-1.487071949,0.48404,-1.573358817,0.086286868
ZHX3,0.824684,0.19877573,0.994428,0.112500159,0.086275571
KDELC2,0.999996,0.448092421,0.999998,0.361922177,0.086170244
C12orf45,0.11361,-0.98481639,0.123494,-1.070983057,0.086166667
SH3BP2,0.999996,0.389502725,0.999998,0.30334552,0.086157205
IL13RA2,0.999996,0.422769663,0.999998,0.3366422,0.086127463
GLTPD1,0.999996,0.248973986,0.999998,0.162898665,0.086075321
PODXL,0.999996,0.110077828,0.999998,0.024008345,0.086069483
SUZ12,0.999996,-0.110842812,0.999998,-0.196886063,0.086043251
NMU,0.999996,-0.102069921,0.999998,-0.188110166,0.086040245
RGS10,0.999996,0.620642146,0.999998,0.534613903,0.086028243
HIST1H3B,0.999996,-0.019217824,0.999998,-0.105245748,0.086027924
PDHB,0.999996,0.519912045,0.999998,0.433891094,0.086020951
HACL1,0.999996,0.249209858,0.999998,0.163222217,0.085987641
TBC1D28,0.999996,-0.218538389,0.999998,-0.304510006,0.085971617
GLIPR1L2,0.999996,0.432597064,0.999998,0.346662368,0.085934696
ARL14,0.999996,0.170204374,0.999998,0.084311903,0.085892471
DAZ4,0.999996,0.471642363,0.999998,0.385826113,0.08581625
STAT6,0.999996,0.072926706,0.999998,-0.012845344,0.085772049
BTD,0.999996,0.038574763,0.999998,-0.047164347,0.08573911
FIS1,0.999996,-0.027203974,0.999998,-0.112937841,0.085733867
BOC,0.999996,-0.129615217,0.999998,-0.215121472,0.085506255
COL9A1,0.999996,-0.051227628,0.999998,-0.136715185,0.085487557
MICAL1,0.999996,-0.42000528,0.999998,-0.505490073,0.085484793
RGPD5,0.081067,0.278251553,0.082862,0.192773347,0.085478206
TMCC3,0.999996,0.271828189,0.999998,0.186355232,0.085472957
EFNA4,0.999996,0.428104491,0.999998,0.342713542,0.085390949
ADAM8,0.999996,0.431319547,0.999998,0.345931036,0.085388511
NXPE4,0.999996,0.460335634,0.999998,0.374965209,0.085370425
ZNF529,0.999996,-0.369698639,0.999998,-0.455056617,0.085357978
TTC21B,0.999996,-0.341587568,0.999998,-0.426926614,0.085339046
FAM211A,0.530906,-0.383029414,0.64736,-0.468367611,0.085338197
SLC25A22,0.610449,-0.648232103,0.614114,-0.733556584,0.085324481
NDRG4,0.999996,0.408813202,0.999998,0.323573876,0.085239326
ZNF783,0.999996,0.394343683,0.999998,0.309245805,0.085097879
NMUR2,0.999996,0.179700604,0.999998,0.09460973,0.085090874
RTN4RL1,0.999996,0.003261069,0.999998,-0.081753514,0.085014583
C2orf62,0.999996,0.035161111,0.999998,-0.049845958,0.085007069
GPT2,0.999996,0.526788535,0.999998,0.441781959,0.085006576
FGFR3,0.999996,-0.186450554,0.999998,-0.271453708,0.085003155
AGO1,0.999996,0.014047861,0.999998,-0.070934513,0.084982375
ZNF8,0.999996,-0.08187589,0.999998,-0.166846028,0.084970138
MED27,0.144302,-0.378099443,0.101896,-0.463053043,0.084953601
RALGAPA2,0.999996,-0.640384647,0.999998,-0.725302725,0.084918078
RELL2,0.999996,0.204025549,0.999998,0.119119458,0.084906091
HBEGF,0.999996,0.041034112,0.999998,-0.043729258,0.08476337
MADD,0.999996,-0.128839156,0.999998,-0.213577818,0.084738662
CAV3,0.999996,0.131124446,0.999998,0.046401618,0.084722828
IFITM1,0.890152,-0.026237572,0.999998,-0.1108636,0.084626028
ZNF850,0.999996,0.313932373,0.999998,0.229309415,0.084622958
MTMR8,0.999996,-0.406952513,0.999998,-0.491518194,0.084565682
NSMCE4A,0.136599,-0.277741933,0.094426,-0.362269371,0.084527438
VSTM2A,0.999996,0.24242583,0.999998,0.157902782,0.084523048
SH2D2A,0.532708,-0.852244924,0.198975,-0.936722263,0.084477338
PRAM1,0.212462,-0.972634383,0.394747,-1.057092279,0.084457896
TMEM194B,0.999996,0.323491023,0.999998,0.239034288,0.084456735
ATRAID,0.999996,0.172822947,0.999998,0.088380457,0.08444249
TDRD6,0.999996,-0.071371907,0.999998,-0.155758457,0.08438655
CABP5,0.999996,-0.082822249,0.999998,-0.167203767,0.084381518
CDC42,0.708073,-0.529010282,0.999998,-0.613373087,0.084362806
SLC6A8,0.630211,-0.708085057,0.469826,-0.792434644,0.084349587
LOC643669,0.278356,-0.40961231,0.520362,-0.493894224,0.084281913
ANKRD13D,0.886511,-0.184323987,0.999998,-0.268456451,0.084132464
ZNF720,0.999996,-0.377126872,0.999998,-0.461252377,0.084125505
EPB42,0.999996,-0.449432202,0.999998,-0.533540198,0.084107996
PLTP,0.999996,0.057357192,0.999998,-0.026746631,0.084103823
PLCZ1,0.999996,0.572826691,0.999998,0.488811114,0.084015577
HCN2,0.999996,0.108609658,0.999998,0.024620395,0.083989263
PEG10,0.999996,0.34695011,0.999998,0.26312785,0.08382226
HADHB,0.999996,0.375704021,0.999998,0.291886209,0.083817812
ATOH1,0.999996,0.002945783,0.999998,-0.080851975,0.083797757
SLC7A8,0.999996,0.290997792,0.999998,0.207276894,0.083720898
ETAA1,0.999996,-0.162382364,0.89414,-0.246062016,0.083679652
WDR18,0.007952,0.176494815,0.012611,0.09284878,0.083646034
CLDN2,0.999996,0.215897678,0.999998,0.132313813,0.083583865
MAPT,0.265543,-0.250644552,0.640927,-0.334147776,0.083503224
C17orf51,0.999996,-0.148587059,0.999998,-0.232050132,0.083463073
COQ10A,0.999996,0.03020531,0.999998,-0.053248501,0.083453812
IHH,0.999996,0.074884745,0.999998,-0.008554533,0.083439278
RPL3L,0.999996,-0.123998973,0.999998,-0.207431173,0.083432201
FOXE1,0.999996,0.203528707,0.999998,0.120104427,0.08342428
KCNA2,0.999996,-0.241670722,0.999998,-0.325051658,0.083380937
RGR,0.999996,-1.592003626,0.999998,-1.675307972,0.083304346
MAN2B1,0.920729,-0.021331323,0.577594,-0.104632129,0.083300805
CRHR1,0.999996,0.046670298,0.999998,-0.036618046,0.083288343
PHLDA2,0.999996,0.045350422,0.999998,-0.037828823,0.083179245
AADACL3,0.999996,0.14199601,0.999998,0.058818524,0.083177486
PPP1R3B,0.999996,0.319604803,0.999998,0.236435047,0.083169756
SCTR,0.999996,-0.063464168,0.999998,-0.146612297,0.083148129
ADAMTS10,0.999996,0.00921473,0.999998,-0.073933165,0.083147895
TAS2R46,0.999996,-0.005809965,0.999998,-0.088920011,0.083110046
ATP5G3,0.999996,-0.003746786,0.999998,-0.086829403,0.083082616
FTHL17,0.999996,0.216033561,0.999998,0.133086227,0.082947335
PHKB,0.999996,-0.113726997,0.999998,-0.196662457,0.08293546
PQLC3,0.999996,0.35901553,0.999998,0.276113938,0.082901592
DEFB121,0.999996,0.011833783,0.999998,-0.071053922,0.082887704
FGL1,0.999996,0.194093856,0.999998,0.111343825,0.082750032
SFRP1,0.999996,-0.012886872,0.999998,-0.095559541,0.082672669
SP8,0.967814,-0.284635512,0.999998,-0.367299497,0.082663985
PLCH1,0.999996,0.468844014,0.999998,0.386182526,0.082661488
ACKR2,0.85412,-0.459811181,0.888834,-0.542364399,0.082553218
C2orf50,0.902226,-0.296393433,0.811273,-0.378916968,0.082523535
DLGAP2,0.999996,-0.751321559,0.999998,-0.833819315,0.082497756
CREBRF,0.999996,0.087798481,0.999998,0.005302899,0.082495582
MST1R,0.999996,0.557353713,0.999998,0.474900958,0.082452755
ABCC8,0.999996,0.206425907,0.999998,0.124001623,0.082424284
SLX1B,0.999996,-0.084427643,0.999998,-0.166838794,0.082411151
PCDHGA11,0.999996,0.177656006,0.999998,0.095345269,0.082310737
SERPINB8,0.999996,0.625544862,0.999998,0.543305202,0.082239661
FGF1,0.999996,0.212050918,0.999998,0.129848683,0.082202235
KIR3DL2,0.999996,0.306366248,0.999998,0.224178453,0.082187794
KLF4,0.999996,0.033164756,0.999998,-0.049010481,0.082175237
GRB10,0.999996,0.259162735,0.999998,0.177027197,0.082135538
LRRC37B,0.999996,0.149987014,0.999998,0.067873343,0.082113671
CCDC144NL,0.999996,-0.053313739,0.999998,-0.135404356,0.082090617
GNAZ,0.999996,0.294809125,0.999998,0.212734965,0.08207416
CAMKV,0.999996,0.018383923,0.999998,-0.063682601,0.082066524
ALS2CR11,0.999996,0.334416553,0.999998,0.252364065,0.082052489
THUMPD3,0.999996,0.293033339,0.999998,0.21099409,0.082039249
CYP3A7,0.999996,0.724720437,0.999998,0.642705699,0.082014739
DEFB112,0.999996,0.522753849,0.999998,0.440894123,0.081859726
TRIM21,0.999996,0.473251976,0.999998,0.391403503,0.081848472
MYCBPAP,0.999996,0.102207748,0.999998,0.020361066,0.081846682
FAM91A1,0.999996,-0.00623647,0.999998,-0.0880165,0.08178003
NRG1,0.999996,-0.400945748,0.999998,-0.482692542,0.081746794
KIF2C,0.999996,-0.12376991,0.999998,-0.205502961,0.081733051
LPHN3,0.999996,0.003338709,0.999998,-0.078373544,0.081712253
GCDH,0.999996,-0.140116856,0.999998,-0.221818363,0.081701507
SLC4A10,0.999996,0.583397321,0.999998,0.501741355,0.081655966
SH2D3A,0.999996,0.113800514,0.999998,0.032158955,0.08164156
CCDC63,0.999996,0.144198545,0.999998,0.062576697,0.081621848
LGALS8,0.999996,0.091523977,0.999998,0.009925242,0.081598735
PIAS2,0.999996,0.028160137,0.999998,-0.05343434,0.081594477
CENPL,0.93495,-0.567395385,0.92778,-0.648978772,0.081583387
PMS2,0.999996,0.09175763,0.999998,0.010183344,0.081574286
CEACAM5,0.999996,-0.28606872,0.999998,-0.367616176,0.081547457
TBPL1,0.999996,0.502570203,0.999998,0.421032598,0.081537605
MB,0.999996,0.165715985,0.999998,0.084215867,0.081500118
ANKRD22,0.999996,0.303584427,0.999998,0.222128253,0.081456173
VPREB3,0.999996,0.003105132,0.999998,-0.078350715,0.081455847
ABCC12,0.999996,0.147316279,0.999998,0.06586201,0.081454269
RHOT1,0.999996,-0.426534021,0.999998,-0.507915871,0.08138185
AARD,0.999996,0.166605709,0.999998,0.085284588,0.081321121
CXCL2,0.504151,-0.381720416,0.436164,-0.463040667,0.081320251
NTM,0.999996,0.170583622,0.999998,0.089281338,0.081302284
CCDC101,0.219306,-0.578098509,0.09652,-0.659377068,0.08127856
CILP,0.999996,-0.039681535,0.999998,-0.120939521,0.081257986
OAS3,0.999996,0.294133594,0.999998,0.212888698,0.081244896
PCID2,0.85437,0.084033956,0.444437,0.002844023,0.081189933
LRRK2,0.999996,0.462095569,0.999998,0.380996834,0.081098736
MAGEA9B,0.668789,0.041442956,0.456979,-0.039611111,0.081054066
SRY,0.999996,0.778104969,0.999998,0.697060062,0.081044907
LAMC2,0.999996,-0.228026489,0.9517,-0.309064835,0.081038347
CARD8,0.999996,-0.207779034,0.999998,-0.288784178,0.081005144
ADCK5,0.999996,-0.125088027,0.999998,-0.206065109,0.080977082
VMO1,0.999996,0.093786149,0.999998,0.0128325,0.080953649
RPS6KA3,0.999996,0.451613022,0.999998,0.370660817,0.080952205
KIF25,0.999996,0.281762804,0.999998,0.200831694,0.080931109
LOXL1,0.999996,-0.083066936,0.999998,-0.163965921,0.080898985
GLIS3,0.999996,0.058118607,0.999998,-0.02272594,0.080844548
ARHGAP27,0.999996,0.199702402,0.999998,0.118958789,0.080743614
HSD17B11,0.999996,-0.023670637,0.999998,-0.104279694,0.080609057
KRTAP9-2,0.999996,0.225911114,0.986831,0.145329273,0.080581842
SLITRK4,0.999996,0.258594554,0.999998,0.178021237,0.080573317
ARFIP2,0.999996,0.155576394,0.999998,0.075131626,0.080444768
APOA1,0.999996,0.358642765,0.999998,0.278209984,0.080432781
PSTPIP2,0.999996,0.368448988,0.999998,0.288018126,0.080430862
ANKS1B,0.999996,0.40218714,0.999998,0.321777711,0.080409429
KLF14,0.999996,-0.061252486,0.999998,-0.141654254,0.080401767
C11orf24,0.999996,0.452159113,0.999998,0.371852375,0.080306737
OSBPL6,0.999996,-0.632471822,0.999998,-0.712776195,0.080304372
TKTL1,0.999996,0.50956266,0.999998,0.429276629,0.080286031
ZNF638,0.999996,-0.130979214,0.999998,-0.211236025,0.080256811
CISD2,0.999996,0.396789922,0.999998,0.316556651,0.080233271
ABCG1,0.999996,0.199919177,0.999998,0.119699252,0.080219925
CAPN14,0.999996,0.187905574,0.999998,0.107695005,0.080210569
ATP2B3,0.999996,0.121862415,0.999998,0.041670023,0.080192392
SIGLEC11,0.21283,-0.798948876,0.610876,-0.879113324,0.080164448
SIGIRR,0.96101,-0.397083983,0.999998,-0.47723277,0.080148787
TULP2,0.999996,0.0157228,0.999998,-0.064365966,0.080088766
NAGLU,0.999996,-0.109487643,0.999998,-0.18951139,0.080023747
CCDC157,0.547405,-0.437028284,0.786116,-0.517016854,0.079988571
RIPPLY1,0.720103,-0.119828934,0.560417,-0.19980921,0.079980276
ATP13A4,0.999996,0.19121651,0.999998,0.111344917,0.079871593
DNAJC5,0.999996,0.154036292,0.999998,0.07416479,0.079871502
OLA1,0.999996,0.385717922,0.999998,0.305871568,0.079846354
SIRT4,0.999996,0.481158871,0.999998,0.401330646,0.079828225
GDI2,0.999996,0.067800888,0.999998,-0.011980855,0.079781742
SPEM1,0.999996,0.3012402,0.999998,0.22148082,0.079759379
EFTUD1,0.999996,-0.345110824,0.999998,-0.424839424,0.079728599
ACBD5,0.999996,-0.168480009,0.999998,-0.248184111,0.079704103
JMJD6,0.935365,-0.299979666,0.999998,-0.379669115,0.07968945
FGFR2,0.999996,0.436494056,0.999998,0.356811053,0.079683003
C11orf85,0.999996,0.011547558,0.999998,-0.068123793,0.07967135
40429,0.999996,0.281672116,0.999998,0.202005505,0.079666611
SCAMP5,0.999996,-0.086382511,0.999998,-0.166022448,0.079639937
RAB3D,0.999996,0.462669111,0.999998,0.383101302,0.079567809
FCRL1,0.999996,0.263667233,0.999998,0.184114994,0.079552238
SALL2,0.999996,-0.339236189,0.999998,-0.418709589,0.079473399
UNK,0.635258,-0.083157138,0.999998,-0.162616551,0.079459413
SMPDL3B,0.999996,0.087927193,0.999998,0.008500272,0.079426922
ATXN10,0.287501,-1.206986265,0.354529,-1.286400284,0.079414018
TRIM16,0.966414,0.302751325,0.702622,0.223413194,0.079338131
PLA2G1B,0.999996,0.157226083,0.999998,0.077897205,0.079328878
LHX5,0.999996,0.13655792,0.999998,0.057338263,0.079219658
LRRTM1,0.999996,0.20183355,0.999998,0.122649566,0.079183985
MAF,0.999996,-0.028774571,0.999998,-0.10779278,0.079018209
KRT74,0.773626,-0.458833892,0.999998,-0.537803575,0.078969683
LEPR,0.999996,0.051929398,0.999998,-0.027000787,0.078930185
LGALS9B,0.999996,-0.322561251,0.993608,-0.40133967,0.07877842
IP6K2,0.999996,0.417917412,0.999998,0.339167641,0.078749772
FRS3,0.999996,0.026446688,0.999998,-0.052253174,0.078699862
LIMS1,0.999996,0.05887701,0.999998,-0.019812888,0.078689897
A1BG,0.999996,-0.180834147,0.999998,-0.259478077,0.07864393
MED28,0.47804,-0.734008872,0.701014,-0.812646217,0.078637345
KIAA1524,0.999996,-0.128132985,0.999998,-0.206764353,0.078631368
SFN,0.999996,0.218445908,0.999998,0.139820703,0.078625204
ST20,0.999996,-1.473234868,0.999998,-1.551840149,0.078605281
FAM71F2,0.999996,-0.049488692,0.762994,-0.12807697,0.078588278
CORT,0.999996,0.253893699,0.999998,0.175331102,0.078562597
UBE2E2,0.999996,0.398328083,0.999998,0.319773708,0.078554376
ANGPT1,0.999996,0.390093852,0.999998,0.31155164,0.078542212
TMEM45B,0.999996,0.493766113,0.999998,0.41526685,0.078499263
ENKUR,0.999996,0.011136645,0.999998,-0.067349225,0.07848587
ZNF239,0.999996,0.21878217,0.999998,0.140347893,0.078434277
ITGB6,0.999996,0.250085587,0.999998,0.171660463,0.078425124
KLHDC8A,0.921105,-0.965391109,0.59813,-1.043797186,0.078406076
LCT,0.999996,-0.553513778,0.999998,-0.63187976,0.078365982
BPHL,0.999996,0.370125754,0.999998,0.291772189,0.078353565
RNF34,0.999996,0.03437975,0.999998,-0.043916349,0.0782961
COMP,0.999996,-0.017566661,0.999998,-0.095854758,0.078288097
CCDC103,0.890152,-0.501035977,0.869586,-0.579310952,0.078274975
TMEM254,0.999996,0.259195488,0.999998,0.180924198,0.07827129
PLEKHO2,0.537555,-0.532748705,0.682399,-0.610999956,0.078251251
ZNF264,0.999996,0.3090704,0.999998,0.23082073,0.07824967
TTC33,0.999996,0.375046819,0.999998,0.296929101,0.078117718
FAM71C,0.999996,0.149064525,0.999998,0.070973426,0.078091099
TMEM31,0.999996,0.075732385,0.999998,-0.002282559,0.078014945
C16orf70,0.796563,-0.388381488,0.999998,-0.466369562,0.077988073
PDGFB,0.999996,0.372741995,0.999998,0.294810545,0.07793145
DLAT,0.999996,0.083575379,0.999998,0.005736027,0.077839352
ITPRIPL1,0.888779,-0.699682577,0.743099,-0.777512722,0.077830145
EBF2,0.573404,-0.607233309,0.653134,-0.685053597,0.077820288
HIST1H2BG,0.850628,-0.161994111,0.999998,-0.239759195,0.077765084
TMEM169,0.999996,0.026206885,0.999998,-0.051525017,0.077731902
TEX29,0.999996,0.378903525,0.999998,0.30117364,0.077729885
MSX2,0.999996,-0.049732396,0.851504,-0.12745211,0.077719714
COX7A1,0.903937,-0.110322214,0.816495,-0.188001532,0.077679318
GNRHR,0.999996,0.144787613,0.999998,0.067158673,0.07762894
CPA5,0.999996,0.256531629,0.999998,0.178979334,0.077552295
TMEM184A,0.999996,-0.032213837,0.999998,-0.109747733,0.077533896
SH3D19,0.999996,0.401564198,0.999998,0.324033924,0.077530274
LRIG1,0.999996,-0.03563347,0.999998,-0.113117888,0.077484418
PTX3,0.999996,0.300948148,0.999998,0.223471541,0.077476606
ST8SIA2,0.999996,0.287462499,0.999998,0.210035205,0.077427294
SLC12A3,0.999996,0.132898111,0.999998,0.055496022,0.077402089
IGFBP5,0.999996,0.070172965,0.999998,-0.007227013,0.077399979
BOLA1,0.999996,0.185031144,0.999998,0.107640939,0.077390205
BMP1,0.999996,-0.133188502,0.999998,-0.21057613,0.077387629
CD70,0.999996,0.294194825,0.999998,0.216865046,0.07732978
SCNN1D,0.999996,0.016161832,0.999998,-0.061130567,0.077292399
GUSB,0.999996,0.096062515,0.999998,0.018776889,0.077285626
RRAS,0.999996,0.027752189,0.999998,-0.049533079,0.077285268
HOXA4,0.999996,0.183943723,0.999998,0.106691033,0.07725269
CCT6B,0.999996,0.062873107,0.999998,-0.014337527,0.077210634
GLUL,0.999996,-0.118800351,0.999998,-0.195925521,0.07712517
NAF1,0.244175,-0.227574393,0.47013,-0.304693809,0.077119416
PRSS8,0.999996,0.07348669,0.999998,-0.003583468,0.077070159
ZNF416,0.999996,0.073797069,0.999998,-0.003253666,0.077050736
NLRP5,0.999996,-0.061654152,0.999998,-0.138693078,0.077038925
ST6GAL1,0.999996,0.342632503,0.999998,0.265594752,0.07703775
TMEM223,0.740693,-0.430993251,0.731348,-0.508002458,0.077009207
TGM5,0.999996,0.027281744,0.999998,-0.049697194,0.076978938
IKZF4,0.999996,-0.07362202,0.712388,-0.150596472,0.076974452
HOMER1,0.999996,0.463111839,0.999998,0.386152481,0.076959358
MAGEB6,0.999996,0.098346324,0.999998,0.021421556,0.076924768
SIM1,0.999996,0.15995599,0.999998,0.083112795,0.076843195
GLTP,0.999996,0.012855706,0.999998,-0.063978858,0.076834564
SSX4,0.999996,-0.131857183,0.999998,-0.208663317,0.076806134
BTBD16,0.999996,0.445980866,0.999998,0.369187995,0.076792871
SLAIN2,0.999996,0.128029868,0.999998,0.051240557,0.076789311
LPCAT2,0.999996,0.091181966,0.999998,0.014414621,0.076767345
PPAPDC1B,0.999996,0.086538317,0.999998,0.009779657,0.07675866
VPS52,0.999996,-0.361698184,0.999998,-0.438452327,0.076754143
EGFL8,0.999996,-0.434931835,0.913824,-0.511683353,0.076751518
HSPB2,0.999996,0.258025142,0.999998,0.18128088,0.076744262
C2CD4D,0.999996,0.168156927,0.999998,0.091444911,0.076712016
SNRPB2,0.999996,-0.208233497,0.999998,-0.284941858,0.076708362
CPA2,0.999996,0.175693152,0.999998,0.099004333,0.076688819
ABI1,0.999996,0.307049086,0.999998,0.230434096,0.07661499
FUCA2,0.999996,-0.05774654,0.999998,-0.13431895,0.07657241
TNFRSF4,0.999996,0.384392295,0.999998,0.307821125,0.076571169
DCAF8L1,0.999996,0.381997338,0.999998,0.305433934,0.076563405
ZNF491,0.999996,0.156348454,0.999998,0.079802619,0.076545835
FAM184A,0.999996,-0.299424535,0.999998,-0.375878603,0.076454068
FAM109A,0.821218,-0.504261409,0.650587,-0.580678778,0.076417369
IDUA,0.999996,0.286233835,0.999998,0.209866369,0.076367465
MPV17L2,0.681079,-0.003542968,0.999998,-0.079889048,0.076346081
DOK1,0.999996,-0.046811833,0.999998,-0.123150433,0.076338601
DCXR,0.999996,0.1980729,0.999998,0.121734952,0.076337948
ZNF611,0.999996,0.28938789,0.999998,0.213094855,0.076293035
GJD4,0.999996,-0.712926236,0.999998,-0.789215541,0.076289306
KIAA1522,0.478701,-0.377791583,0.300753,-0.454046357,0.076254774
IL31RA,0.999996,0.177367881,0.999998,0.101121138,0.076246743
NFKBIB,0.999996,-0.034775598,0.806923,-0.110950351,0.076174753
WIZ,0.999996,-0.065169701,0.999998,-0.141326151,0.07615645
ZNF138,0.845077,0.124939617,0.959904,0.048812512,0.076127105
ADAM29,0.999996,0.239108564,0.999998,0.163024927,0.076083637
RXFP1,0.999996,0.301090602,0.999998,0.225007589,0.076083013
NICN1,0.999996,-0.01020167,0.999998,-0.086271679,0.076070009
METTL7B,0.999996,0.152447736,0.999998,0.076414856,0.076032879
ZNF429,0.999996,0.016036649,0.999998,-0.059993239,0.076029888
SMCO2,0.999996,0.326927748,0.999998,0.250910177,0.076017571
SYNGR1,0.999996,0.25635317,0.999998,0.180364009,0.075989161
ZNF76,0.999996,-0.161167089,0.999998,-0.237085089,0.075918
ZNF251,0.999996,-0.138578463,0.999998,-0.214484347,0.075905884
UGT2A2,0.999996,0.129523853,0.999998,0.053664468,0.075859385
CPNE9,0.999996,0.139243734,0.999998,0.063388921,0.075854813
DAW1,0.999996,0.267203295,0.999998,0.191389907,0.075813388
TPSAB1,0.855137,-0.29100037,0.915332,-0.366809918,0.075809548
IQCJ,0.999996,-0.106447777,0.999998,-0.182201194,0.075753416
RPL22L1,0.999996,-0.335745957,0.999998,-0.411496063,0.075750106
SGCD,0.999996,0.283709973,0.999998,0.20809447,0.075615503
TDRP,0.999996,0.498508035,0.999998,0.422932528,0.075575507
KLHL21,0.999996,-0.268985409,0.999998,-0.344527004,0.075541595
ZNF536,0.999996,0.207270071,0.999998,0.13174315,0.075526921
LRP2,0.999996,0.288483239,0.999998,0.213050026,0.075433213
PCDH11Y,0.999996,-0.229209014,0.999998,-0.304576751,0.075367736
GPR179,0.999996,0.407484574,0.999998,0.332156462,0.075328113
PVR,0.999996,0.291887115,0.999998,0.216591595,0.075295521
PHF2,0.720206,-0.591822305,0.95315,-0.667084219,0.075261914
ZNF268,0.999996,0.359581674,0.999998,0.284329198,0.075252476
C9orf139,0.999996,0.141085001,0.999998,0.065884657,0.075200343
SLC52A3,0.999996,0.02999923,0.999998,-0.04516453,0.07516376
HOXA6,0.999996,0.359435579,0.999998,0.284302346,0.075133233
TDRD12,0.999996,0.091858523,0.999998,0.016796478,0.075062045
SLC2A6,0.999996,0.434166601,0.999998,0.359197166,0.074969435
TCP11L2,0.999996,0.165278544,0.999998,0.090317384,0.07496116
LMOD3,0.999996,0.100391557,0.999998,0.025464911,0.074926647
CFD,0.999996,0.082809897,0.999998,0.007901958,0.074907939
NPM2,0.999996,0.216239967,0.999998,0.141334075,0.074905893
DLK1,0.999996,0.247707807,0.999998,0.172841692,0.074866114
SLC6A18,0.839325,-0.872647224,0.941338,-0.947481316,0.074834092
SGSM2,0.889764,-0.367816611,0.893,-0.44260413,0.074787519
LY6G5C,0.999996,0.22328143,0.999998,0.148527259,0.074754171
C5orf52,0.999996,0.128225654,0.999998,0.053514422,0.074711231
LY6G6C,0.999996,0.390166307,0.999998,0.315503952,0.074662355
FAM129B,0.999996,0.267886195,0.999998,0.193252826,0.074633369
DEFB105B,0.999996,0.445466451,0.999998,0.370843509,0.074622942
TSSK2,0.999996,0.277839786,0.999998,0.203220727,0.074619059
LOXL4,0.999996,0.200285665,0.999998,0.125708877,0.074576788
SMYD1,0.999996,0.170429637,0.999998,0.095897204,0.074532433
SLC25A39,0.999996,-0.095729843,0.999998,-0.170182684,0.074452842
TPPP2,0.999996,0.234112393,0.999998,0.159693625,0.074418768
C2orf61,0.999996,-0.135413515,0.999998,-0.209786329,0.074372814
HSFX1,0.999996,0.106722982,0.999998,0.032542782,0.074180201
NUCB1,0.999996,0.528940588,0.999998,0.454838619,0.074101969
TAB2,0.999996,0.190759591,0.999998,0.116664346,0.074095245
SLC35B4,0.999996,0.200024297,0.999998,0.126027113,0.073997184
DAAM1,0.488107,-1.275273248,0.634023,-1.349266455,0.073993207
KRT222,0.999996,-0.128296139,0.999998,-0.202268754,0.073972615
DBNL,0.672255,-0.882184197,0.982215,-0.95613474,0.073950543
TMEM126A,0.999996,-0.237259126,0.999998,-0.311191149,0.073932023
HAND2,0.999996,0.216384194,0.999998,0.142560422,0.073823772
CSRP1,0.999996,0.10063191,0.999998,0.02682362,0.073808289
CLN3,0.999996,-0.222378058,0.999998,-0.296159635,0.073781578
ATAD1,0.999996,0.068742996,0.999998,-0.004981017,0.073724013
TMEM74,0.999996,0.505065476,0.999998,0.431356355,0.073709121
SUN3,0.999996,0.258659714,0.999998,0.184982337,0.073677377
GPR101,0.999996,-0.515200241,0.999998,-0.588855395,0.073655154
SRSF4,0.999996,0.180289047,0.999998,0.106657552,0.073631496
C1orf74,0.999996,-0.06680332,0.999998,-0.140420373,0.073617053
CKAP2L,0.999996,0.410286352,0.999998,0.336678024,0.073608328
PLA2G4C,0.999996,-0.576541876,0.999998,-0.650111581,0.073569705
ADAMTS2,0.999996,0.325764775,0.999998,0.252230567,0.073534208
CADM2,0.999996,0.224302253,0.999998,0.150906535,0.073395717
HOXB2,0.999996,0.01414002,0.999998,-0.059239842,0.073379863
